## What an installed RotMG client says about enchanting, as of the build below.
##
## Written by tools/read-client.js --snapshot. Its only purpose is to be
## compared against the next read: run the tool after a game update and it will
## name every weight, pool rule, artifact and item that moved.
##
## One sorted line per fact, so git can diff it as well.
## Format: kind|name|fields…

build|9476657c789f4aa38ae68bf57f2a0a18
ench|ALIEN_NEO_ONSHOOT_ATTACK_ROLLABLE|Neo Alien OnShoot Attack Boost|10000||ALIEN,ARMOR,ATTACK,NEO_ALIEN,ONSHOOT,ONSHOOTSTAT,PROC,PROCATTACK,RING,ROLLABLE,STATBOOST,WEAPON|ONSHOOTSTAT,PROCATTACK|EQUIPMENT,NEO_ALIEN|ABILITY
ench|ALIEN_ONSHOOT_MAGIC_ROLLABLE|Alien OnShoot Magic|15000||ALIEN,MAGIC,ONSHOOT,PROC,RECOVERY,RING,ROLLABLE,WEAPON|MAGIC|ALIEN,EQUIPMENT|ABILITY,ARMOR
ench|ALIEN_ONSHOOT_VITALITY_ROLLABLE|Alien OnShoot Vitality Boost|15000||ALIEN,ARMOR,ONSHOOT,ONSHOOTSTAT,PROC,PROCVITALITY,RING,ROLLABLE,STATBOOST,VITALITY,WEAPON|ONSHOOTSTAT,PROCVITALITY|ALIEN,EQUIPMENT|ABILITY
ench|ALIEN_ONSHOOT_WISDOM_ROLLABLE|Alien OnShoot Wisdom Boost|15000||ALIEN,ARMOR,ONSHOOT,ONSHOOTSTAT,PROC,PROCWISDOM,RING,ROLLABLE,STATBOOST,WEAPON,WISDOM|ONSHOOTSTAT,PROCWISDOM|ALIEN,EQUIPMENT|ABILITY
ench|ANCIENT_ARTIFACTS|Ancient Artifacts|7500||AWAKENED,DEFENSE,DEXTERITY,DUALSTAT,ROLLABLE,SPEED,SUMMON|AWAKENED,DUALSTAT,SUMMON|ARMOR,SNAKESKIN|ABILITY,RING,WEAPON
ench|ANCIENTS_BLESSING|Ancient's Blessing|7500||AWAKENED,DUALSTAT,FLATBONUS,ROLLABLE,STAT|AWAKENED,DUALSTAT|RING,TOMB|ABILITY,ARMOR,WEAPON
ench|APITOXIN|Apitoxin|7500||AWAKENED,ROLLABLE,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|AWAKENED,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|DOKU,WEAPON|ABILITY,ARMOR,RING
ench|ARCANE_BATTERY|Arcane Battery|1500||ABILITY,FLATBONUS,MANA,ROLLABLE,SINGLESTAT,STAT,UNIQUE|SINGLESTAT,UNIQUE|ABILITY|ARMOR,RING,WEAPON
ench|ARTIFICIAL_CORE|Artificial Core|7500||AWAKENED,ROLLABLE,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|AWAKENED,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|EP,WEAPON|ABILITY,ARMOR,RING
ench|ASCENSION_OF_BES|Ascension of Bes|1500||ARMOR,DUALSTAT,FLATBONUS,ROLLABLE,STAT,UNIQUE|DUALSTAT,UNIQUE|ARMOR|ABILITY,RING,WEAPON
ench|ASCENSION_OF_GEB|Ascension of Geb|1500||DUALSTAT,FLATBONUS,ROLLABLE,STAT,UNIQUE,WEAPON|DUALSTAT,UNIQUE|WEAPON|ABILITY,ARMOR,RING
ench|ASCENSION_OF_NUT|Ascension of Nut|1500||ABILITY,DUALSTAT,FLATBONUS,ROLLABLE,STAT,UNIQUE|DUALSTAT,UNIQUE|ABILITY|ARMOR,RING,WEAPON
ench|Attack_Bonus|Attack Bonus|100000|0.35000 0.30000 0.20000 0.15000|ATTACK,FLATBONUS,ROLLABLE,SINGLESTAT,STAT|SINGLESTAT|EQUIPMENT|
ench|Attack_Defense_Bonus|Attack and Defense Bonus|50000|0.35000 0.30000 0.20000 0.15000|ATTACK,DEFENSE,DUALSTAT,FLATBONUS,ROLLABLE,STAT|DUALSTAT|EQUIPMENT|
ench|Attack_Defense_Tradeoff|Attack -Defense Tradeoff|12500|0.35000 0.30000 0.20000 0.15000|ATTACK,DEFENSE,DUALSTAT,ROLLABLE,STAT,TRADEOFF|DUALSTAT|EQUIPMENT|
ench|Attack_Dexterity_Bonus|Attack and Dexterity Bonus|50000|0.35000 0.30000 0.20000 0.15000|ATTACK,DEXTERITY,DUALSTAT,FLATBONUS,ROLLABLE,STAT|DUALSTAT|EQUIPMENT|
ench|Attack_Dexterity_Tradeoff|Attack -Dexterity Tradeoff|12500|0.35000 0.30000 0.20000 0.15000|ATTACK,DEXTERITY,DUALSTAT,ROLLABLE,STAT,TRADEOFF|DUALSTAT|EQUIPMENT|
ench|Attack_Life_Bonus|Attack and Life Bonus|50000|0.35000 0.30000 0.20000 0.15000|ATTACK,DUALSTAT,FLATBONUS,LIFE,ROLLABLE,STAT|DUALSTAT|EQUIPMENT|
ench|Attack_Life_Tradeoff|Attack -Life Tradeoff|12500|0.35000 0.30000 0.20000 0.15000|ATTACK,DUALSTAT,LIFE,ROLLABLE,STAT,TRADEOFF|DUALSTAT|EQUIPMENT|
ench|Attack_Mana_Bonus|Attack and Mana Bonus|50000|0.35000 0.30000 0.20000 0.15000|ATTACK,DUALSTAT,FLATBONUS,MANA,ROLLABLE,STAT|DUALSTAT|EQUIPMENT|
ench|Attack_Mana_Tradeoff|Attack -Mana Tradeoff|12500|0.35000 0.30000 0.20000 0.15000|ATTACK,DUALSTAT,MANA,ROLLABLE,STAT,TRADEOFF|DUALSTAT|EQUIPMENT|
ench|Attack_Speed_Bonus|Attack and Speed Bonus|50000|0.35000 0.30000 0.20000 0.15000|ATTACK,DUALSTAT,FLATBONUS,ROLLABLE,SPEED,STAT|DUALSTAT|EQUIPMENT|
ench|Attack_Speed_Tradeoff|Attack -Speed Tradeoff|12500|0.35000 0.30000 0.20000 0.15000|ATTACK,DUALSTAT,ROLLABLE,SPEED,STAT,TRADEOFF|DUALSTAT|EQUIPMENT|
ench|Attack_To_Defense_Bonus|Attack to Defense Bonus|12000|0.36458 0.31250 0.20833 0.11458|CONVERSIONBONUS,DEFENSE,ROLLABLE,SINGLESTAT,STAT|SINGLESTAT|EQUIPMENT|
ench|Attack_To_Dexterity_Bonus|Attack to Dexterity Bonus|12000|0.36458 0.31250 0.20833 0.11458|CONVERSIONBONUS,DEXTERITY,ROLLABLE,SINGLESTAT,STAT|SINGLESTAT|EQUIPMENT|
ench|Attack_To_Life_Bonus|Attack to Life Bonus|12000|0.36458 0.31250 0.20833 0.11458|CONVERSIONBONUS,LIFE,ROLLABLE,SINGLESTAT,STAT|SINGLESTAT|EQUIPMENT|
ench|Attack_To_Mana_Bonus|Attack to Mana Bonus|12000|0.36458 0.31250 0.20833 0.11458|CONVERSIONBONUS,MANA,ROLLABLE,SINGLESTAT,STAT|SINGLESTAT|EQUIPMENT|
ench|Attack_To_Speed_Bonus|Attack to Speed Bonus|12000|0.36458 0.31250 0.20833 0.11458|CONVERSIONBONUS,ROLLABLE,SINGLESTAT,SPEED,STAT|SINGLESTAT|EQUIPMENT|
ench|Attack_To_Vitality_Bonus|Attack to Vitality Bonus|12000|0.36458 0.31250 0.20833 0.11458|CONVERSIONBONUS,ROLLABLE,SINGLESTAT,STAT,VITALITY|SINGLESTAT|EQUIPMENT|
ench|Attack_To_Wisdom_Bonus|Attack to Wisdom Bonus|12000|0.36458 0.31250 0.20833 0.11458|CONVERSIONBONUS,ROLLABLE,SINGLESTAT,STAT,WISDOM|SINGLESTAT|EQUIPMENT|
ench|Attack_Vitality_Bonus|Attack and Vitality Bonus|50000|0.35000 0.30000 0.20000 0.15000|ATTACK,DUALSTAT,FLATBONUS,ROLLABLE,STAT,VITALITY|DUALSTAT|EQUIPMENT|
ench|Attack_Vitality_Tradeoff|Attack -Vitality Tradeoff|12500|0.35000 0.30000 0.20000 0.15000|ATTACK,DUALSTAT,ROLLABLE,STAT,TRADEOFF,VITALITY|DUALSTAT|EQUIPMENT|
ench|Attack_Wisdom_Bonus|Attack and Wisdom Bonus|50000|0.35000 0.30000 0.20000 0.15000|ATTACK,DUALSTAT,FLATBONUS,ROLLABLE,STAT,WISDOM|DUALSTAT|EQUIPMENT|
ench|Attack_Wisdom_Tradeoff|Attack -Wisdom Tradeoff|12500|0.35000 0.30000 0.20000 0.15000|ATTACK,DUALSTAT,ROLLABLE,STAT,TRADEOFF,WISDOM|DUALSTAT|EQUIPMENT|
ench|AUGMENT_OVERDRIVE|Augment: Overdrive|1500||DAMAGE,DEFENSE,ROLLABLE,SINGLESTAT,STAT,TRADEOFF,UNIQUE,WEAPON,WEAPONFIRERATE|SINGLESTAT,UNIQUE,WEAPONDAMAGE,WEAPONFIRERATE|WEAPON|ABILITY,ARMOR,RING
ench|AUGMENT_OVERLOAD|Augment: Overload|1500||DAMAGE,LIFE,ROLLABLE,SINGLESTAT,STAT,TRADEOFF,UNIQUE,WEAPON,WEAPONDAMAGE|SINGLESTAT,UNIQUE,WEAPONDAMAGE,WEAPONFIRERATE|WEAPON|ABILITY,ARMOR,RING
ench|AVALONS_INTELLECT|Avalon's Intellect|2000||FLATBONUS,ROLLABLE,SINGLESTAT,STAT,UNIQUE,WISDOM|SINGLESTAT,UNIQUE|EQUIPMENT|
ench|AWAKENED_ACIDIC_SLASHER|Acid Guardian|7500||ALIEN,ATTACK,AWAKENED,CONVERSIONBONUS,ROLLABLE,SINGLESTAT,SPEED,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|AWAKENED,SINGLESTAT,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|ACIDIC_SLASHER,UT,WEAPON|ABILITY,ARMOR,RING
ench|AWAKENED_ANCIENT_STONE_SWORD|Stone Guardian|7500||ATTACK,AWAKENED,CONVERSIONBONUS,DEFENSE,ROLLABLE,SINGLESTAT,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|AWAKENED,SINGLESTAT,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|ANCIENT_STONE_SWORD,UT,WEAPON|ABILITY,ARMOR,RING
ench|AWAKENED_BRAMBLE_BOW|Thornswarm|7500||AWAKENED,ROLLABLE,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|AWAKENED,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|BRAMBLE_BOW,UT,WEAPON|ABILITY,ARMOR,RING
ench|AWAKENED_CORRUPTION_CUTTER|Corrupting Scourge|7500||AWAKENED,DUALSTAT,LIFE,ROLLABLE,SUMMON,TRADEOFF,VITALITY|AWAKENED,DUALSTAT,SUMMON,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|CORRUPTION_CUTTER,UT,WEAPON|ABILITY,ARMOR,RING
ench|AWAKENED_CORSAIR_RING|The King's Treasure|7500||AWAKENED,ONSHOOTSTAT,PROCATTACK,PROCDEXTERITY,ROLLABLE|AWAKENED,ONSHOOTSTAT,PROCATTACK,PROCDEXTERITY|CORSAIR_RING,RING,UT|ABILITY,ARMOR,WEAPON
ench|AWAKENED_CRYSTAL_BONE_RING|El Dorado's Legacy|7500||AWAKENED,DUALSTAT,MAGIC,ROLLABLE|AWAKENED,DUALSTAT,MAGIC|CRYSTAL_BONE_RING,RING,UT|ABILITY,ARMOR,WEAPON
ench|AWAKENED_DEMON_BLADE|Hellfire Edge|7500||AWAKENED,ROLLABLE,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|AWAKENED,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|DEMON_BLADE,UT,WEAPON|ABILITY,ARMOR,RING
ench|AWAKENED_DOOM_BOW|Soulful Mastery|7500||AWAKENED,ROLLABLE,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|AWAKENED,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|DOOM_BOW,UT,WEAPON|ABILITY,ARMOR,RING
ench|AWAKENED_DUELING_DAGGERS|Bubbling Scourge|7500||ALIEN,AWAKENED,DUALSTAT,LIFE,ROLLABLE,SUMMON,TRADEOFF,WISDOM|AWAKENED,DUALSTAT,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|DUELING_DAGGERS,UT,WEAPON|ABILITY,ARMOR,RING
ench|AWAKENED_MATRIX_BLUE|Untarian Matrix Enhancement|7500||ALIEN,AWAKENED,FLATBONUS,NEO_ALIEN,RELATIVEBONUS,ROLLABLE,SINGLESTAT,STAT,WISDOM|AWAKENED,SINGLESTAT|ARMOR,MATRIX_ARMOR,UT|ABILITY,RING,WEAPON
ench|AWAKENED_MATRIX_GREEN|Foraxian Matrix Enhancement|7500||ALIEN,AWAKENED,FLATBONUS,NEO_ALIEN,RELATIVEBONUS,ROLLABLE,SINGLESTAT,SPEED,STAT|AWAKENED,SINGLESTAT|ARMOR,MATRIX_ARMOR,UT|ABILITY,RING,WEAPON
ench|AWAKENED_MATRIX_RED|Malogian Matrix Enhancement|7500||ALIEN,AWAKENED,FLATBONUS,NEO_ALIEN,RELATIVEBONUS,ROLLABLE,SINGLESTAT,STAT,VITALITY|AWAKENED,SINGLESTAT|ARMOR,MATRIX_ARMOR,UT|ABILITY,RING,WEAPON
ench|AWAKENED_MATRIX_YELLOW|Katalonian Matrix Enhancement|7500||ALIEN,AWAKENED,DEXTERITY,FLATBONUS,NEO_ALIEN,RELATIVEBONUS,ROLLABLE,SINGLESTAT,STAT|AWAKENED,SINGLESTAT|ARMOR,MATRIX_ARMOR,UT|ABILITY,RING,WEAPON
ench|AWAKENED_NEO_ACIDIC_SLASHER|Acid Guardian|7500||ALIEN,ATTACK,AWAKENED,CONVERSIONBONUS,NEO_ALIEN,ROLLABLE,SINGLESTAT,SPEED,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|AWAKENED,SINGLESTAT,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|NEO_ACIDIC_SLASHER,UT,WEAPON|ABILITY,ARMOR,RING
ench|AWAKENED_NEO_SUNS_JUDGEMENT|Solar Mastery|7500||ALIEN,AWAKENED,NEO_ALIEN,ROLLABLE,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|AWAKENED,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|NEO_SUNS_JUDGEMENT,UT,WEAPON|ABILITY,ARMOR,RING
ench|AWAKENED_POISON_FANG_DAGGER|Venom Coating|7500||AWAKENED,ROLLABLE,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|AWAKENED,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|POISON_FANG_DAGGER,UT,WEAPON|ABILITY,ARMOR,RING
ench|AWAKENED_ROBE_OF_THE_TLATOANI|Masked God's Dance|7500||AWAKENED,DEXTERITY,FLATBONUS,ROLLABLE,SINGLESTAT,STAT|AWAKENED,SINGLESTAT|ARMOR,ROBE_OF_THE_TLATOANI,UT|ABILITY,RING,WEAPON
ench|AWAKENED_SNAKE_EYE_RING|Draconic Gaze|7500||AWAKENED,DAMAGING,ROLLABLE,SINGLESTAT|AWAKENED,DAMAGING,SINGLESTAT|RING,SNAKE_EYE_RING,UT|ABILITY,ARMOR,WEAPON
ench|AWAKENED_SPIDERS_EYE_RING|Eye of the Spider|7500||AWAKENED,BULLETCREATE,DAMAGE,DUALSTAT,ROLLABLE|AWAKENED,BULLETCREATE,DUALSTAT|RING,SPIDERS_EYE_RING,UT|ABILITY,ARMOR,WEAPON
ench|AWAKENED_STAFF_OF_THE_CRYSTAL_SERPENT|Crystalline Channel|7500||AWAKENED,CONVERSIONBONUS,DUALSTAT,ROLLABLE|AWAKENED,DUALSTAT|STAFF_OF_THE_CRYSTAL_SERPENT,UT,WEAPON|ABILITY,ARMOR,RING
ench|AWAKENED_SUNS_JUDGEMENT|Solar Mastery|7500||ALIEN,AWAKENED,ROLLABLE,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|AWAKENED,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|SUNS_JUDGEMENT,UT,WEAPON|ABILITY,ARMOR,RING
ench|AWAKENED_TLATOANIS_SHROUD|Raijin's Dance|7500||AWAKENED,ROLLABLE|AWAKENED|ARMOR,TLATOANIS_SHROUD,UT|ABILITY,RING,WEAPON
ench|AWAKENED_WARLORD_WAND|Stinger Shards|7500||AWAKENED,ROLLABLE,SUMMON,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|AWAKENED,SUMMON,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|WARLORD_WAND,WEAPON|ABILITY,ARMOR,RING
ench|BAR_BRAWLER|Bar Brawler|7500||ATTACK,AWAKENED,CONVERSIONBONUS,ROLLABLE,SINGLESTAT,VITALITY,WEAPONDAMAGE,WEAPONFIRERATE|AWAKENED,SINGLESTAT,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|RIGHTHOOK,WEAPON|ABILITY,ARMOR,RING
ench|BONE_CLAWS|Bone Claws|7500||AWAKENED,ROLLABLE,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|AWAKENED,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|BONEDAGGER,WEAPON|ABILITY,ARMOR,RING
ench|BUZZING_BULLETS_STINGER|Buzzing Bullets|7500||AWAKENED,ROLLABLE,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|AWAKENED,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|STINGER,UT,WEAPON|ABILITY,ARMOR,RING
ench|CANDY_COATED|Candy-Coated|1500||ARMOR,DEFENSE,DUALSTAT,FLATBONUS,ROLLABLE,STAT,TRADEOFF,UNIQUE|DUALSTAT,UNIQUE|ARMOR|ABILITY,RING,WEAPON
ench|CONSUMING_VOID|Consuming Void|7500||AWAKENED,ROLLABLE,WEAPONDAMAGE,WEAPONFIRERATE|AWAKENED,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|VOIDBLADE,WEAPON|ABILITY,ARMOR,RING
ench|CORAL_VOLLEY|Coral Volley|7500||AWAKENED,DEXTERITY,ROLLABLE,SINGLESTAT,WEAPONDAMAGE,WEAPONFIRERATE|AWAKENED,SINGLESTAT,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|CBOW,WEAPON|ABILITY,ARMOR,RING
ench|CRYSTAL_SHARDS|Crystal Shards|7500||AWAKENED,ROLLABLE,SUMMON,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|AWAKENED,SUMMON,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|CWAND,WEAPON|ABILITY,ARMOR,RING
ench|CRYSTALLINE_VIGOR|Crystalline Vigor|2000||FLATBONUS,ROLLABLE,SINGLESTAT,STAT,UNIQUE,VITALITY|SINGLESTAT,UNIQUE|EQUIPMENT|
ench|CURSEBEARER|Cursebearer|7500||AWAKENED,ONSHOOTSTAT,PROCDEFENSE,PROCWISDOM,ROLLABLE,WEAPONDAMAGE,WEAPONFIRERATE|AWAKENED,ONSHOOTSTAT,PROCDEFENSE,PROCWISDOM,WEAPONDAMAGE,WEAPONFIRERATE,WEAPONRANGE|LIBWAND,WEAPON|ABILITY,ARMOR,RING
ench|Damage_Bonus|Damage Bonus|200000|0.35000 0.30000 0.20000 0.15000|DAMAGE,ROLLABLE,WEAPON,WEAPONDAMAGE|WEAPONDAMAGE,WEAPONFIRERATE|WEAPON|
ench|Damage_Tradeoff|Damage -Fire rate Tradeoff|100000|0.35000 0.30000 0.20000 0.15000|DAMAGE,ROLLABLE,TRADEOFF,WEAPON,WEAPONDAMAGE|WEAPONDAMAGE,WEAPONFIRERATE|WEAPON|
ench|Defense_Attack_Tradeoff|Defense -Attack Tradeoff|12500|0.35000 0.30000 0.20000 0.15000|ATTACK,DEFENSE,DUALSTAT,ROLLABLE,STAT,TRADEOFF|DUALSTAT|EQUIPMENT|
ench|Defense_Bonus|Defense Bonus|100000|0.35000 0.30000 0.20000 0.15000|DEFENSE,FLATBONUS,ROLLABLE,SINGLESTAT,STAT|SINGLESTAT|EQUIPMENT|
ench|Defense_Dexterity_Bonus|Defense and Dexterity Bonus|50000|0.35000 0.30000 0.20000 0.15000|DEFENSE,DEXTERITY,DUALSTAT,FLATBONUS,ROLLABLE,STAT|DUALSTAT|EQUIPMENT|
ench|Defense_Dexterity_Tradeoff|Defense -Dexterity Tradeoff|12500|0.35000 0.30000 0.20000 0.15000|DEFENSE,DEXTERITY,DUALSTAT,ROLLABLE,STAT,TRADEOFF|DUALSTAT|EQUIPMENT|
ench|Defense_Life_Bonus|Defense and Life Bonus|50000|0.35000 0.30000 0.20000 0.15000|DEFENSE,DUALSTAT,FLATBONUS,LIFE,ROLLABLE,STAT|DUALSTAT|EQUIPMENT|
ench|Defense_Life_Tradeoff|Defense -Life Tradeoff|12500|0.35000 0.30000 0.20000 0.15000|DEFENSE,DUALSTAT,LIFE,ROLLABLE,STAT,TRADEOFF|DUALSTAT|EQUIPMENT|
ench|Defense_Mana_Bonus|Defense and Mana Bonus|50000|0.35000 0.30000 0.20000 0.15000|DEFENSE,DUALSTAT,FLATBONUS,MANA,ROLLABLE,STAT|DUALSTAT|EQUIPMENT|
ench|Defense_Mana_Tradeoff|Defense -Mana Tradeoff|12500|0.35000 0.30000 0.20000 0.15000|DEFENSE,DUALSTAT,MANA,ROLLABLE,STAT,TRADEOFF|DUALSTAT|EQUIPMENT|
ench|Defense_Speed_Bonus|Defense and Speed Bonus|50000|0.35000 0.30000 0.20000 0.15000|DEFENSE,DUALSTAT,FLATBONUS,ROLLABLE,SPEED,STAT|DUALSTAT|EQUIPMENT|
ench|Defense_Speed_Tradeoff|Defense -Speed Tradeoff|12500|0.35000 0.30000 0.20000 0.15000|DEFENSE,DUALSTAT,ROLLABLE,SPEED,STAT,TRADEOFF|DUALSTAT|EQUIPMENT|
ench|Defense_To_Attack_Bonus|Defense to Attack Bonus|12000|0.36458 0.31250 0.20833 0.11458|ATTACK,CONVERSIONBONUS,ROLLABLE,SINGLESTAT,STAT|SINGLESTAT|EQUIPMENT|
ench|Defense_To_Dexterity_Bonus|Defense to Dexterity Bonus|12000|0.36458 0.31250 0.20833 0.11458|CONVERSIONBONUS,DEXTERITY,ROLLABLE,SINGLESTAT,STAT|SINGLESTAT|EQUIPMENT|
ench|Defense_To_Life_Bonus|Defense to Life Bonus|12000|0.36458 0.31250 0.20833 0.11458|CONVERSIONBONUS,LIFE,ROLLABLE,SINGLESTAT,STAT|SINGLESTAT|EQUIPMENT|
ench|Defense_To_Mana_Bonus|Defense to Mana Bonus|12000|0.36458 0.31250 0.20833 0.11458|CONVERSIONBONUS,MANA,ROLLABLE,SINGLESTAT,STAT|SINGLESTAT|EQUIPMENT|
ench|Defense_To_Speed_Bonus|Defense to Speed Bonus|12000|0.36458 0.31250 0.20833 0.11458|CONVERSIONBONUS,ROLLABLE,SINGLESTAT,SPEED,STAT|SINGLESTAT|EQUIPMENT|
ench|Defense_To_Vitality_Bonus|Defense to Vitality Bonus|12000|0.36458 0.31250 0.20833 0.11458|CONVERSIONBONUS,ROLLABLE,SINGLESTAT,STAT,VITALITY|SINGLESTAT|EQUIPMENT|
ench|Defense_To_Wisdom_Bonus|Defense to Wisdom Bonus|12000|0.36458 0.31250 0.20833 0.11458|CONVERSIONBONUS,ROLLABLE,SINGLESTAT,STAT,WISDOM|SINGLESTAT|EQUIPMENT|
ench|Defense_Vitality_Bonus|Defense and Vitality Bonus|50000|0.35000 0.30000 0.20000 0.15000|DEFENSE,DUALSTAT,FLATBONUS,ROLLABLE,STAT,VITALITY|DUALSTAT|EQUIPMENT|
